State,County,Crash_Date,Crash_Time,Day_of_Week,Location_Type,Weather_Conditions,Road_Condition,Number_of_Vehicles,Vehicle_Type_1,Vehicle_Type_2,EV_Indicator_1,EV_Indicator_2,Driver_Age_1,Driver_Age_2,Driver_Gender_1,Driver_Gender_2,Crash_Severity,Crash_Cause,Fatalities,Injuries,Alcohol_Involvement,Speeding,Police_Report_Filed,Vehicle_Make_1,Vehicle_Make_2,Year_of_Vehicle_1,Year_of_Vehicle_2,Crash_Year
OK,County 44,9/8/23,20:13,Friday,Urban,Snow,Construction Zone,3,Motorcycle,SUV,No,No,17,31.0,Male,Male,Minor Injury,Mechanical Failure,0,0,No,Yes,Yes,BMW,Toyota,2012,2016.0,2023
UT,County 35,10/23/20,21:34,Wednesday,Residential,Windy,Icy,5,SUV,Motorcycle,No,No,80,46.0,Male,Female,Severe Injury,Fatigue,0,1,No,No,No,Kia,Chevrolet,2020,2013.0,2020
MO,County 55,1/3/22,17:46,Monday,Urban,Rain,Wet,5,SUV,SUV,No,No,32,63.0,Male,Male,Fatal,Mechanical Failure,3,10,Yes,No,No,BMW,Tesla,2005,2023.0,2022
RI,County 94,9/18/20,7:10,Monday,Rural,Fog,Wet,4,Motorcycle,Sedan,No,No,74,58.0,Male,Female,Severe Injury,Speeding,0,5,No,Yes,Yes,Chevrolet,BMW,2014,2018.0,2020
OR,County 75,10/17/22,17:46,Tuesday,Rural,Rain,Wet,2,Motorcycle,Truck,No,No,55,30.0,Male,Female,No Injury,Fatigue,0,0,No,No,No,Tesla,Kia,2017,2010.0,2022
RI,County 79,12/28/23,7:50,Thursday,Residential,Rain,Gravel,3,Truck,Truck,No,No,59,67.0,Male,Female,Minor Injury,Distracted Driving,0,0,No,Yes,No,Ford,Toyota,2011,2022.0,2023
PA,County 43,9/12/23,10:58,Saturday,Rural,Windy,Dry,1,Sedan,,No,,26,,Female,,Minor Injury,DUI,0,0,Yes,Yes,Yes,Toyota,,2008,,2023
WI,County 100,6/20/22,5:18,Thursday,Highway,Windy,Construction Zone,4,Truck,Motorcycle,No,No,37,25.0,Male,Female,Severe Injury,Distracted Driving,0,7,No,Yes,No,Hyundai,Toyota,2012,2023.0,2022
VT,County 76,9/13/21,9:08,Tuesday,Urban,Clear,Wet,2,Truck,Sedan,No,No,52,38.0,Male,Female,Fatal,Distracted Driving,5,1,Yes,No,No,BMW,Chevrolet,2003,2018.0,2021
MO,County 50,8/26/20,5:32,Sunday,Residential,Fog,Gravel,5,EV,SUV,Yes,No,28,26.0,Male,Male,No Injury,Mechanical Failure,0,0,No,Yes,No,Hyundai,Hyundai,2011,2012.0,2020
TN,County 78,3/23/21,20:02,Friday,Highway,Rain,Construction Zone,5,EV,SUV,Yes,No,41,18.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,No,Tesla,BMW,2003,2020.0,2021
MO,County 35,7/10/23,8:53,Sunday,Urban,Windy,Wet,5,EV,EV,Yes,Yes,22,57.0,Female,Male,Minor Injury,DUI,0,0,Yes,Yes,No,Kia,Audi,2022,2020.0,2023
UT,County 74,3/28/22,11:55,Tuesday,Highway,Fog,Icy,3,EV,Sedan,Yes,No,63,76.0,Male,Female,Fatal,DUI,3,2,No,No,No,Kia,Honda,2016,2015.0,2022
IN,County 11,7/31/22,1:47,Friday,Highway,Snow,Icy,2,SUV,SUV,No,No,48,75.0,Male,Male,Minor Injury,Speeding,0,0,No,No,No,Honda,Toyota,2023,2009.0,2022
OH,County 49,7/3/23,18:03,Tuesday,Highway,Rain,Gravel,4,Sedan,Motorcycle,No,No,20,26.0,Female,Female,No Injury,Speeding,0,0,No,Yes,Yes,Toyota,Ford,2010,2008.0,2023
CO,County 70,10/3/23,6:31,Thursday,Highway,Rain,Construction Zone,4,EV,Motorcycle,Yes,No,59,30.0,Male,Male,Severe Injury,Fatigue,0,5,Yes,No,No,Honda,Honda,2021,2010.0,2023
NC,County 31,12/27/21,21:51,Friday,Highway,Rain,Icy,1,Sedan,,No,,57,,Female,,No Injury,DUI,0,0,No,No,Yes,Hyundai,,2007,,2021
NM,County 90,10/8/22,11:40,Monday,Highway,Snow,Gravel,5,Motorcycle,EV,No,Yes,17,17.0,Male,Male,Severe Injury,Fatigue,0,3,No,No,Yes,Chevrolet,Toyota,2007,2010.0,2022
NV,County 25,3/30/23,15:18,Monday,Urban,Rain,Wet,3,Sedan,Truck,No,No,44,54.0,Male,Male,Fatal,Mechanical Failure,5,10,No,No,Yes,Kia,Audi,2006,2011.0,2023
IL,County 84,9/19/20,21:15,Saturday,Highway,Fog,Gravel,4,Truck,Truck,No,No,46,56.0,Male,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Toyota,Honda,2009,2006.0,2020
NY,County 49,5/24/20,18:31,Wednesday,Highway,Snow,Dry,5,SUV,Motorcycle,Yes,No,74,62.0,Female,Male,Minor Injury,Speeding,0,0,Yes,Yes,No,Nissan,Nissan,2016,2020.0,2020
VA,County 50,7/9/20,17:24,Tuesday,Urban,Snow,Dry,4,Motorcycle,EV,No,Yes,49,74.0,Male,Male,Severe Injury,Fatigue,0,1,Yes,Yes,No,Ford,Kia,2001,2021.0,2020
NE,County 96,7/20/23,21:42,Tuesday,Residential,Snow,Gravel,5,SUV,Motorcycle,No,No,52,30.0,Female,Male,Fatal,Speeding,3,5,Yes,Yes,Yes,Chevrolet,Toyota,2005,2001.0,2023
AK,County 52,1/22/20,3:28,Tuesday,Highway,Snow,Icy,4,SUV,Motorcycle,No,No,50,69.0,Female,Female,Severe Injury,Fatigue,0,8,No,No,No,Hyundai,Kia,2001,2002.0,2020
MA,County 88,6/9/20,7:53,Monday,Residential,Fog,Icy,2,SUV,EV,No,Yes,27,61.0,Male,Female,No Injury,DUI,0,0,Yes,No,No,Nissan,Toyota,2001,2009.0,2020
AK,County 21,10/29/20,15:50,Saturday,Residential,Snow,Dry,4,Truck,Sedan,No,No,54,48.0,Male,Male,Minor Injury,Fatigue,0,0,Yes,No,Yes,BMW,Tesla,2002,2005.0,2020
NV,County 81,10/9/21,5:25,Sunday,Residential,Snow,Dry,4,Motorcycle,Truck,No,No,20,31.0,Female,Male,Fatal,DUI,1,4,No,No,No,Kia,Honda,2010,2018.0,2021
AR,County 54,7/20/20,14:24,Tuesday,Rural,Fog,Icy,5,EV,SUV,Yes,No,43,19.0,Female,Male,Minor Injury,Speeding,0,0,No,Yes,No,Audi,Toyota,2017,2010.0,2020
OH,County 67,2/26/20,2:52,Saturday,Rural,Windy,Construction Zone,1,Motorcycle,,No,,47,,Female,,Fatal,Speeding,0,5,No,No,No,Hyundai,,2004,,2020
HI,County 89,9/22/21,14:51,Tuesday,Urban,Snow,Wet,3,Truck,EV,Yes,Yes,42,17.0,Male,Male,No Injury,Mechanical Failure,0,0,No,Yes,No,BMW,Nissan,2013,2023.0,2021
GA,County 81,12/22/23,15:22,Friday,Urban,Rain,Icy,3,SUV,SUV,No,No,39,45.0,Male,Female,Minor Injury,Distracted Driving,0,0,No,No,Yes,BMW,Hyundai,2018,2009.0,2023
NC,County 11,10/13/20,14:24,Saturday,Rural,Snow,Wet,4,Sedan,Sedan,Yes,No,26,67.0,Female,Male,Minor Injury,Fatigue,0,0,Yes,No,Yes,Audi,Hyundai,2003,2016.0,2020
MD,County 13,5/29/20,23:11,Monday,Rural,Windy,Icy,1,SUV,,No,,37,,Female,,Severe Injury,Fatigue,0,5,No,No,No,Hyundai,,2007,,2020
CT,County 50,9/17/21,9:47,Friday,Urban,Windy,Wet,5,Truck,EV,Yes,Yes,77,77.0,Male,Female,Minor Injury,Speeding,0,0,Yes,No,Yes,Honda,Honda,2011,2016.0,2021
WV,County 35,7/23/22,9:05,Thursday,Urban,Snow,Icy,1,Sedan,,No,,80,,Male,,Severe Injury,Speeding,0,5,No,No,No,Audi,,2013,,2022
ME,County 53,6/20/22,9:08,Monday,Highway,Snow,Dry,5,EV,EV,Yes,Yes,35,38.0,Male,Male,No Injury,Speeding,0,0,No,No,Yes,Tesla,Nissan,2009,2021.0,2022
TX,County 77,1/27/21,23:09,Friday,Highway,Clear,Construction Zone,5,EV,SUV,Yes,No,53,21.0,Male,Male,No Injury,Mechanical Failure,0,0,No,Yes,No,Nissan,Tesla,2022,2013.0,2021
VT,County 2,3/1/23,12:39,Tuesday,Rural,Clear,Dry,4,SUV,Sedan,No,No,38,56.0,Male,Male,Fatal,Mechanical Failure,1,4,No,Yes,No,Chevrolet,BMW,2013,2004.0,2023
NC,County 5,10/29/21,0:15,Wednesday,Highway,Fog,Dry,3,Motorcycle,SUV,No,No,61,47.0,Male,Female,Fatal,Fatigue,0,4,Yes,Yes,No,BMW,Honda,2019,2010.0,2021
PA,County 9,3/30/20,4:04,Thursday,Residential,Snow,Dry,5,Sedan,Motorcycle,No,No,59,48.0,Female,Female,Fatal,DUI,5,9,Yes,No,No,Nissan,Chevrolet,2008,2014.0,2020
UT,County 2,11/27/20,20:00,Wednesday,Highway,Windy,Gravel,3,EV,Truck,Yes,No,53,79.0,Female,Female,No Injury,Distracted Driving,0,0,Yes,No,Yes,Kia,Hyundai,2003,2016.0,2020
NJ,County 38,2/20/21,16:34,Tuesday,Residential,Rain,Icy,3,SUV,Truck,No,No,41,25.0,Male,Female,Fatal,Weather,4,8,No,Yes,No,Honda,Tesla,2012,2014.0,2021
GA,County 49,3/31/22,4:55,Thursday,Residential,Snow,Construction Zone,4,Truck,SUV,No,No,54,46.0,Male,Female,Minor Injury,Speeding,0,0,Yes,Yes,No,Honda,BMW,2009,2013.0,2022
WA,County 86,11/25/23,11:48,Sunday,Urban,Rain,Construction Zone,3,SUV,Truck,No,No,43,71.0,Male,Female,Fatal,Speeding,3,9,Yes,No,No,Audi,Chevrolet,2021,2009.0,2023
MI,County 20,5/6/23,0:37,Friday,Urban,Snow,Icy,5,Sedan,Motorcycle,No,No,67,22.0,Male,Female,Severe Injury,Distracted Driving,0,8,Yes,No,No,Kia,Chevrolet,2015,2008.0,2023
NV,County 58,3/24/22,15:19,Tuesday,Highway,Snow,Icy,5,Sedan,Motorcycle,Yes,No,29,60.0,Female,Female,Severe Injury,Mechanical Failure,0,2,Yes,Yes,Yes,Tesla,Audi,2010,2023.0,2022
AZ,County 77,5/28/23,4:23,Tuesday,Highway,Clear,Dry,1,EV,,Yes,,17,,Female,,Fatal,Fatigue,2,0,No,Yes,No,Ford,,2000,,2023
MS,County 4,11/28/23,21:25,Sunday,Highway,Snow,Icy,2,Truck,EV,No,Yes,55,71.0,Female,Female,No Injury,Mechanical Failure,0,0,Yes,No,No,BMW,Kia,2023,2002.0,2023
TX,County 8,12/4/23,3:47,Tuesday,Residential,Clear,Wet,2,EV,SUV,Yes,No,67,72.0,Female,Male,No Injury,Speeding,0,0,Yes,Yes,Yes,Kia,Toyota,2009,2001.0,2023
ID,County 40,7/27/20,18:47,Saturday,Highway,Windy,Gravel,4,Truck,SUV,No,No,33,66.0,Female,Female,Severe Injury,Weather,0,8,No,Yes,Yes,Ford,Kia,2010,2001.0,2020
NC,County 86,4/2/21,12:33,Thursday,Residential,Rain,Dry,4,SUV,Truck,Yes,No,73,65.0,Male,Male,No Injury,Distracted Driving,0,0,Yes,No,Yes,Nissan,Toyota,2000,2007.0,2021
MD,County 18,1/11/22,1:38,Friday,Urban,Windy,Gravel,4,Truck,Sedan,No,No,39,34.0,Male,Male,Fatal,DUI,1,9,Yes,No,Yes,Tesla,Audi,2016,2009.0,2022
IA,County 69,12/16/21,7:21,Tuesday,Rural,Fog,Construction Zone,2,EV,Truck,Yes,No,36,16.0,Female,Female,Fatal,DUI,0,10,No,Yes,Yes,Toyota,Kia,2023,2023.0,2021
NM,County 26,1/7/20,13:22,Sunday,Urban,Clear,Wet,2,Motorcycle,Motorcycle,No,No,26,16.0,Male,Female,No Injury,Distracted Driving,0,0,No,No,Yes,Ford,Chevrolet,2021,2017.0,2020
CO,County 17,11/5/20,3:03,Monday,Highway,Snow,Wet,4,Motorcycle,EV,Yes,Yes,71,79.0,Male,Female,Minor Injury,DUI,0,0,Yes,Yes,No,Kia,Hyundai,2006,2004.0,2020
AZ,County 23,3/25/22,16:55,Monday,Urban,Fog,Wet,3,Truck,Sedan,Yes,No,22,25.0,Male,Male,Fatal,DUI,2,7,No,No,Yes,Nissan,Toyota,2005,2020.0,2022
ID,County 88,11/15/22,20:37,Saturday,Rural,Snow,Construction Zone,2,Motorcycle,Sedan,Yes,No,18,28.0,Male,Male,Minor Injury,Distracted Driving,0,0,Yes,Yes,No,Toyota,Audi,2014,2005.0,2022
DE,County 80,12/4/22,5:17,Friday,Urban,Clear,Construction Zone,1,Motorcycle,,No,,18,,Male,,Fatal,Mechanical Failure,1,0,Yes,No,No,Tesla,,2012,,2022
NY,County 68,7/4/22,19:07,Thursday,Residential,Snow,Gravel,3,SUV,EV,No,Yes,56,34.0,Female,Female,Fatal,Mechanical Failure,4,2,No,Yes,Yes,Hyundai,Tesla,2012,2023.0,2022
NH,County 78,7/3/22,7:58,Monday,Highway,Fog,Construction Zone,3,Motorcycle,Sedan,Yes,No,76,60.0,Male,Female,No Injury,DUI,0,0,No,Yes,Yes,Hyundai,Chevrolet,2008,2008.0,2022
ME,County 71,6/30/21,21:43,Wednesday,Urban,Rain,Construction Zone,3,Motorcycle,Motorcycle,Yes,No,78,27.0,Male,Female,Minor Injury,DUI,0,0,No,Yes,Yes,BMW,Tesla,2011,2005.0,2021
NM,County 72,9/25/20,13:33,Saturday,Urban,Clear,Dry,5,EV,EV,Yes,Yes,16,17.0,Female,Female,Minor Injury,Speeding,0,0,No,No,No,Nissan,BMW,2011,2018.0,2020
NY,County 96,10/14/23,0:56,Monday,Rural,Rain,Icy,2,Sedan,SUV,Yes,No,17,20.0,Male,Male,Fatal,DUI,4,5,Yes,Yes,No,Hyundai,Toyota,2015,2017.0,2023
CO,County 15,5/22/23,11:56,Wednesday,Highway,Clear,Wet,3,Truck,Motorcycle,No,No,76,32.0,Female,Female,Severe Injury,Distracted Driving,0,6,No,Yes,Yes,Audi,Toyota,2000,2016.0,2023
SD,County 81,1/15/23,22:35,Thursday,Rural,Windy,Gravel,4,SUV,Truck,Yes,No,63,61.0,Male,Female,Fatal,Weather,3,1,Yes,No,Yes,Chevrolet,Chevrolet,2019,2004.0,2023
IA,County 15,12/14/23,17:26,Monday,Urban,Rain,Dry,1,Truck,,No,,69,,Male,,Fatal,DUI,1,4,No,No,Yes,Kia,,2000,,2023
MD,County 11,3/12/21,11:27,Thursday,Residential,Rain,Construction Zone,5,Sedan,Motorcycle,No,No,47,60.0,Female,Female,Fatal,Distracted Driving,3,6,Yes,Yes,Yes,Chevrolet,Nissan,2007,2009.0,2021
FL,County 95,4/26/21,4:03,Monday,Highway,Windy,Gravel,4,Motorcycle,EV,No,Yes,37,27.0,Female,Female,Minor Injury,Distracted Driving,0,0,No,No,Yes,Chevrolet,Toyota,2013,2011.0,2021
MT,County 92,6/27/21,22:12,Monday,Urban,Snow,Construction Zone,5,Sedan,Motorcycle,Yes,No,59,64.0,Female,Female,Fatal,Distracted Driving,5,0,Yes,Yes,Yes,Hyundai,BMW,2001,2015.0,2021
NJ,County 45,4/5/23,6:31,Friday,Urban,Fog,Wet,1,Motorcycle,,Yes,,75,,Male,,No Injury,Speeding,0,0,No,Yes,No,Hyundai,,2009,,2023
IA,County 42,4/12/21,4:52,Thursday,Residential,Rain,Construction Zone,4,Sedan,SUV,No,No,27,55.0,Female,Male,Fatal,Fatigue,1,0,Yes,Yes,No,Toyota,Tesla,2005,2003.0,2021
ND,County 81,7/17/20,7:15,Saturday,Urban,Windy,Icy,2,SUV,EV,No,Yes,19,56.0,Female,Male,Fatal,Weather,2,5,No,No,No,Ford,Nissan,2022,2020.0,2020
KY,County 37,6/6/22,5:43,Thursday,Rural,Snow,Wet,2,Truck,Sedan,No,No,46,78.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,No,Yes,Honda,Nissan,2003,2006.0,2022
GA,County 67,4/21/20,17:25,Thursday,Rural,Fog,Icy,2,Truck,SUV,No,No,36,46.0,Female,Male,Fatal,Speeding,3,0,No,No,Yes,Ford,Chevrolet,2006,2001.0,2020
NY,County 68,11/19/22,13:11,Thursday,Urban,Windy,Icy,2,SUV,Sedan,Yes,No,66,25.0,Male,Male,Severe Injury,Speeding,0,0,No,No,No,Honda,Ford,2018,2010.0,2022
NJ,County 81,12/28/20,21:13,Friday,Rural,Clear,Icy,3,Sedan,SUV,No,No,22,17.0,Female,Female,Severe Injury,Weather,0,8,No,Yes,No,Tesla,Nissan,2004,2013.0,2020
TX,County 88,7/2/21,22:55,Wednesday,Rural,Fog,Dry,3,Sedan,Sedan,No,No,48,54.0,Female,Male,Minor Injury,DUI,0,0,No,No,Yes,Kia,Honda,2021,2009.0,2021
MS,County 79,2/22/21,9:27,Monday,Residential,Clear,Icy,4,Motorcycle,Motorcycle,Yes,No,21,37.0,Male,Female,Minor Injury,DUI,0,0,No,Yes,No,Hyundai,Tesla,2006,2006.0,2021
KY,County 51,3/2/21,11:13,Saturday,Urban,Snow,Dry,3,Motorcycle,EV,No,Yes,68,50.0,Male,Female,Fatal,Distracted Driving,5,1,Yes,No,No,Tesla,Chevrolet,2005,2022.0,2021
MA,County 13,1/22/23,23:02,Thursday,Rural,Clear,Gravel,1,Truck,,No,,55,,Male,,Fatal,Fatigue,4,0,No,No,Yes,Tesla,,2016,,2023
SD,County 66,7/15/22,4:51,Sunday,Urban,Fog,Gravel,3,Truck,Sedan,No,No,76,17.0,Male,Male,Fatal,Fatigue,3,5,Yes,No,No,Tesla,Hyundai,2018,2000.0,2022
NE,County 64,9/13/23,2:22,Sunday,Highway,Fog,Dry,3,Sedan,Motorcycle,No,No,49,59.0,Female,Female,Severe Injury,Distracted Driving,0,7,Yes,No,Yes,BMW,Tesla,2006,2008.0,2023
SC,County 54,7/8/21,8:27,Monday,Rural,Windy,Dry,4,Motorcycle,Truck,Yes,No,47,40.0,Male,Female,Fatal,DUI,4,1,No,No,No,Ford,Chevrolet,2010,2020.0,2021
WA,County 76,1/10/21,10:59,Saturday,Urban,Rain,Construction Zone,4,Sedan,Motorcycle,No,No,79,34.0,Male,Female,Fatal,Mechanical Failure,3,10,Yes,No,Yes,Tesla,Audi,2012,2012.0,2021
MI,County 48,12/24/20,1:32,Friday,Rural,Rain,Wet,2,Motorcycle,Sedan,No,No,70,51.0,Female,Male,Minor Injury,Weather,0,0,Yes,No,No,Chevrolet,Toyota,2021,2011.0,2020
MT,County 17,3/6/21,4:05,Friday,Urban,Rain,Icy,1,Truck,,No,,51,,Male,,Minor Injury,Mechanical Failure,0,0,No,No,Yes,Honda,,2000,,2021
AZ,County 21,3/22/22,5:27,Wednesday,Residential,Fog,Dry,2,Sedan,Motorcycle,No,No,63,19.0,Female,Male,Fatal,Distracted Driving,1,1,Yes,No,Yes,BMW,Hyundai,2021,2014.0,2022
NV,County 78,5/16/20,20:44,Wednesday,Urban,Windy,Dry,1,SUV,,No,,27,,Male,,Fatal,DUI,2,3,No,No,No,Hyundai,,2010,,2020
AL,County 60,11/11/23,2:12,Thursday,Urban,Snow,Wet,5,Motorcycle,EV,No,Yes,75,34.0,Female,Male,Fatal,Speeding,2,6,No,Yes,No,Audi,Audi,2016,2003.0,2023
KS,County 13,9/22/20,11:33,Saturday,Rural,Snow,Icy,4,EV,EV,Yes,Yes,61,46.0,Female,Male,Minor Injury,Speeding,0,0,No,Yes,Yes,Toyota,Chevrolet,2011,2020.0,2020
LA,County 36,12/6/20,23:17,Saturday,Residential,Rain,Construction Zone,4,SUV,Sedan,No,No,62,29.0,Male,Male,Minor Injury,Fatigue,0,0,Yes,No,Yes,Toyota,Hyundai,2017,2019.0,2020
MN,County 63,2/15/23,10:03,Thursday,Rural,Clear,Icy,2,Motorcycle,Sedan,Yes,No,47,21.0,Female,Male,Severe Injury,Mechanical Failure,0,3,Yes,No,Yes,Hyundai,Tesla,2009,2013.0,2023
MN,County 42,6/16/21,0:54,Saturday,Urban,Snow,Gravel,4,SUV,SUV,No,No,32,29.0,Female,Male,Fatal,DUI,5,1,Yes,No,Yes,Nissan,Toyota,2017,2017.0,2021
RI,County 32,10/19/22,13:22,Thursday,Residential,Clear,Dry,4,Sedan,Sedan,No,No,46,44.0,Female,Female,Fatal,Fatigue,5,7,No,No,Yes,Kia,Hyundai,2018,2003.0,2022
WI,County 59,2/16/22,15:01,Sunday,Urban,Clear,Gravel,2,Motorcycle,SUV,No,No,76,69.0,Female,Male,Minor Injury,Weather,0,0,Yes,No,Yes,Ford,Chevrolet,2022,2002.0,2022
MN,County 24,12/15/20,17:26,Monday,Rural,Windy,Icy,5,Motorcycle,Truck,No,No,70,39.0,Female,Male,Minor Injury,Distracted Driving,0,0,Yes,Yes,No,Hyundai,BMW,2012,2002.0,2020
NC,County 90,3/8/22,7:42,Wednesday,Rural,Windy,Construction Zone,3,EV,Truck,Yes,No,36,50.0,Female,Male,Fatal,Fatigue,5,8,Yes,Yes,Yes,Audi,Kia,2003,2019.0,2022
NM,County 5,9/22/22,8:24,Tuesday,Rural,Snow,Gravel,5,Motorcycle,EV,No,Yes,74,47.0,Male,Female,No Injury,Weather,0,0,Yes,No,Yes,Tesla,Kia,2016,2020.0,2022
CT,County 58,3/2/22,7:53,Sunday,Urban,Snow,Construction Zone,3,Truck,Truck,No,No,19,70.0,Female,Female,No Injury,Distracted Driving,0,0,No,Yes,Yes,Nissan,Audi,2017,2011.0,2022
GA,County 62,1/17/22,11:03,Thursday,Rural,Fog,Wet,4,Truck,Truck,Yes,No,55,50.0,Male,Female,No Injury,Weather,0,0,Yes,Yes,No,Ford,Honda,2004,2009.0,2022
NH,County 15,10/21/21,10:37,Saturday,Rural,Fog,Icy,1,Motorcycle,,No,,77,,Female,,Minor Injury,Speeding,0,0,No,No,No,Honda,,2000,,2021
NJ,County 1,10/1/20,17:56,Tuesday,Residential,Windy,Construction Zone,5,EV,Truck,Yes,No,34,25.0,Male,Female,No Injury,Distracted Driving,0,0,No,No,No,Hyundai,Ford,2021,2019.0,2020
ND,County 87,6/5/20,19:43,Friday,Rural,Snow,Wet,5,Sedan,Sedan,No,No,41,40.0,Female,Female,No Injury,DUI,0,0,Yes,Yes,No,Toyota,Chevrolet,2011,2022.0,2020
VA,County 28,12/8/20,9:27,Tuesday,Urban,Snow,Construction Zone,5,Sedan,SUV,No,No,50,23.0,Female,Male,Minor Injury,Distracted Driving,0,0,Yes,No,No,Audi,Audi,2011,2000.0,2020
PA,County 77,10/10/20,15:41,Sunday,Highway,Snow,Wet,1,EV,,Yes,,75,,Male,,Severe Injury,Fatigue,0,6,Yes,No,Yes,Kia,,2004,,2020
CT,County 26,6/23/21,5:38,Friday,Urban,Rain,Construction Zone,4,Truck,Sedan,No,No,66,28.0,Male,Female,Minor Injury,Fatigue,0,0,No,Yes,Yes,Toyota,Nissan,2023,2005.0,2021
VA,County 74,3/18/20,6:01,Friday,Highway,Clear,Dry,5,Motorcycle,Truck,No,No,49,70.0,Male,Female,No Injury,Weather,0,0,Yes,No,Yes,Hyundai,Honda,2013,2018.0,2020
SD,County 39,7/12/23,11:37,Tuesday,Urban,Fog,Wet,5,Sedan,Sedan,Yes,No,25,70.0,Male,Female,Minor Injury,Mechanical Failure,0,0,No,No,Yes,Toyota,Tesla,2007,2002.0,2023
MA,County 69,10/28/21,11:26,Saturday,Highway,Rain,Dry,1,Sedan,,No,,55,,Female,,Severe Injury,DUI,0,5,Yes,No,No,Chevrolet,,2016,,2021
WY,County 54,11/7/23,7:40,Friday,Highway,Fog,Gravel,3,EV,SUV,Yes,No,35,53.0,Female,Male,Minor Injury,Speeding,0,0,Yes,No,Yes,Toyota,Toyota,2019,2019.0,2023
HI,County 73,11/30/21,7:47,Saturday,Residential,Windy,Wet,5,Sedan,SUV,No,No,67,20.0,Female,Female,Severe Injury,Mechanical Failure,0,10,No,No,No,Chevrolet,Nissan,2015,2012.0,2021
MI,County 1,8/31/21,11:59,Monday,Highway,Clear,Wet,5,SUV,Motorcycle,No,No,79,60.0,Female,Male,Minor Injury,DUI,0,0,Yes,Yes,Yes,Hyundai,Kia,2017,2021.0,2021
WV,County 99,12/8/21,18:11,Sunday,Residential,Fog,Dry,1,Sedan,,Yes,,59,,Female,,Fatal,Fatigue,0,1,No,No,Yes,Chevrolet,,2010,,2021
ND,County 66,1/1/20,19:39,Wednesday,Rural,Fog,Dry,1,Truck,,No,,39,,Female,,Severe Injury,Fatigue,0,4,Yes,No,Yes,Tesla,,2007,,2020
FL,County 48,11/11/22,3:35,Wednesday,Urban,Clear,Wet,5,Sedan,EV,No,Yes,73,67.0,Male,Male,No Injury,Mechanical Failure,0,0,No,No,No,Honda,Hyundai,2021,2020.0,2022
WA,County 95,11/8/23,19:05,Tuesday,Residential,Fog,Wet,1,Truck,,No,,57,,Male,,Minor Injury,Weather,0,0,No,Yes,Yes,Nissan,,2017,,2023
KS,County 29,2/13/23,23:51,Sunday,Rural,Clear,Construction Zone,1,Motorcycle,,No,,63,,Female,,No Injury,Speeding,0,0,Yes,Yes,Yes,Honda,,2009,,2023
WI,County 34,5/14/23,22:21,Thursday,Residential,Snow,Dry,3,EV,Truck,Yes,No,32,16.0,Male,Female,Fatal,DUI,2,7,Yes,Yes,Yes,Hyundai,Chevrolet,2003,2014.0,2023
AZ,County 25,2/21/22,1:01,Sunday,Rural,Rain,Wet,2,SUV,EV,No,Yes,21,32.0,Female,Male,Fatal,DUI,5,0,No,Yes,Yes,Tesla,Honda,2008,2020.0,2022
NY,County 8,7/23/21,15:51,Thursday,Highway,Rain,Wet,3,EV,SUV,Yes,No,47,48.0,Male,Male,Severe Injury,Speeding,0,10,No,No,No,Honda,Kia,2012,2017.0,2021
KY,County 47,11/5/23,5:45,Friday,Highway,Windy,Gravel,4,SUV,EV,Yes,Yes,71,23.0,Male,Male,Severe Injury,Mechanical Failure,0,5,No,Yes,Yes,Tesla,BMW,2006,2022.0,2023
ND,County 30,2/6/23,13:11,Monday,Rural,Rain,Icy,3,Motorcycle,Motorcycle,Yes,No,57,34.0,Male,Female,No Injury,Mechanical Failure,0,0,No,Yes,No,Nissan,Nissan,2019,2017.0,2023
CO,County 46,3/2/21,6:05,Friday,Urban,Windy,Construction Zone,1,Motorcycle,,Yes,,45,,Male,,No Injury,Distracted Driving,0,0,Yes,No,Yes,Hyundai,,2002,,2021
CT,County 81,8/18/21,21:03,Thursday,Highway,Fog,Wet,5,Truck,Motorcycle,No,No,58,66.0,Male,Female,Minor Injury,Weather,0,0,No,Yes,No,Tesla,Honda,2019,2000.0,2021
MO,County 30,1/13/22,13:05,Friday,Residential,Snow,Wet,4,SUV,SUV,No,No,22,29.0,Male,Male,Severe Injury,Mechanical Failure,0,8,No,No,No,Kia,Hyundai,2015,2007.0,2022
AK,County 74,11/29/23,13:01,Saturday,Urban,Windy,Icy,4,Sedan,SUV,No,No,50,43.0,Female,Female,No Injury,DUI,0,0,No,Yes,No,Audi,Tesla,2014,2018.0,2023
VA,County 16,7/22/22,3:21,Monday,Highway,Clear,Icy,2,Sedan,SUV,No,No,72,71.0,Female,Male,Minor Injury,Weather,0,0,Yes,No,Yes,BMW,Audi,2012,2004.0,2022
ID,County 51,11/10/22,9:50,Wednesday,Urban,Clear,Wet,3,Truck,EV,Yes,Yes,39,49.0,Female,Male,No Injury,Speeding,0,0,Yes,No,No,BMW,Nissan,2014,2000.0,2022
AR,County 90,7/23/22,17:52,Thursday,Highway,Snow,Icy,1,Sedan,,No,,43,,Female,,No Injury,Distracted Driving,0,0,Yes,Yes,Yes,Hyundai,,2010,,2022
